date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:27:30	1380/1380	---M--	200	added ('OK')	binary/octet-stream	etag:%22b7c9e1e479de3b53f1e4e30ebac2403a%22	https://ui.cgtn.com/static/public/vendor/slick/fonts/slick.woff	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/slick/fonts/slick.woff	(from https://ui.cgtn.com/static/public/vendor/slick/slick-theme.css)
19:27:30	1892/1892	---M--	200	added ('OK')	binary/octet-stream	etag:%22d41f55a78e6f49a5512878df1737e58a%22	https://ui.cgtn.com/static/public/vendor/slick/fonts/slick.ttf	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/slick/fonts/slick.ttf	(from https://ui.cgtn.com/static/public/vendor/slick/slick-theme.css)
19:27:30	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22f97e3bbf73254b0112091d0192f17aec%22	https://ui.cgtn.com/static/public/vendor/slick/fonts/slick.svg	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/slick/fonts/slick.svg	(from https://ui.cgtn.com/static/public/vendor/slick/slick-theme.css)
19:27:31	153863/153863	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c7fd401ac7cdc27928d3e16fd5dc7872%22	https://ui.cgtn.com/static/public/vendor/slick/imgs/icon-left-arrow@2x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/slick/imgs/icon-left-arrow@2x.png	(from https://ui.cgtn.com/static/public/vendor/slick/slick-theme.css)
19:27:32	153863/153863	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c7fd401ac7cdc27928d3e16fd5dc7872%22	https://ui.cgtn.com/static/public/vendor/slick/imgs/icon-right-arrow@2x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/slick/imgs/icon-right-arrow@2x.png	(from https://ui.cgtn.com/static/public/vendor/slick/slick-theme.css)
19:27:32	58841/58841	---M--	200	added ('OK')	image/png	etag:%2201cbd47b093312c40e06f4a5bfd30ac1%22	https://ui.cgtn.com/static/public/images/icon_new/common/cg_play_60.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/icon_new/common/cg_play_60.png	(from https://ui.cgtn.com/static/public/vendor/floatPlayer/css/style.css)
19:27:33	2285/2285	---M--	200	added ('OK')	image/png	etag:%22b26c18caa6ceedd1041bfab910f2bf80%22	https://global-ui.cgtn.com/static/public/images//location.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images//location.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:33	941/941	---M--	200	added ('OK')	image/png	etag:%227b948771fe2d08e034df600a65e1b61b%22	https://global-ui.cgtn.com/static/public/images//search.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images//search.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:33	26979/26979	---M--	200	added ('OK')	image/png	etag:%22d3a857fe7e4cb08379fba23c14dcc21d%22	https://global-ui.cgtn.com/static/public/images/header-v3/img_logo.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/img_logo.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:33	1509/1509	---M--	200	added ('OK')	image/png	etag:%224b05b55ee3c33ff30178288d66eeef4d%22	https://global-ui.cgtn.com/static/public/images/header-v3/rss.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/rss.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:34	1046/1046	---M--	200	added ('OK')	image/png	etag:%226af3d2aeb56cf2e6f8332446998a8f16%22	https://global-ui.cgtn.com/static/public/images/header-v3/askchina.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/askchina.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:34	1590/1590	---M--	200	added ('OK')	image/png	etag:%22d2a91b8311d4e13761b9a7256c332f6b%22	https://global-ui.cgtn.com/static/public/images/header-v3/mail.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/mail.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:34	1351/1351	---M--	200	added ('OK')	image/png	etag:%223de00caf162649a2249b1595938f4610%22	https://global-ui.cgtn.com/static/public/images/header-v3/sign.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/sign.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:34	1006/1006	---M--	200	added ('OK')	image/png	etag:%228d3c3b6c4269d1f43edbb68bfaa55916%22	https://global-ui.cgtn.com/static/public/images/header-v3/message.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/message.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:35	1198/1198	---M--	200	added ('OK')	image/png	etag:%22d232c47d476f6e9357a19a15d7d691cb%22	https://global-ui.cgtn.com/static/public/images/header-v3/message2.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/message2.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:35	547/547	---M--	200	added ('OK')	image/png	etag:%2200492940db031d846b5888b6794b6903%22	https://global-ui.cgtn.com/static/public/images/header-v3/left.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/left.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:35	382/382	---M--	200	added ('OK')	image/png	etag:%22a37635f99dae66098b2607fc9eda826d%22	https://global-ui.cgtn.com/static/public/images/header-v3/more.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/more.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:35	133865/133865	---M--	200	added ('OK')	image/png	etag:%229d388131919e2918b9b1b64137a22656%22	https://global-ui.cgtn.com/static/public/images/icon/cgtn-pc-sprites.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/icon/cgtn-pc-sprites.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:35	678/678	---M--	200	added ('OK')	image/png	etag:%22ac9c6f419bb380bf43cc96862ac4efe8%22	https://global-ui.cgtn.com/static/public/images/header_icon/cgtn_tumblr.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header_icon/cgtn_tumblr.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:36	953/953	---M--	200	added ('OK')	image/png	etag:%22855c1aca243a99bf4fc798313341955a%22	https://global-ui.cgtn.com/static/public/images/header_icon/cgtn_googleplay.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header_icon/cgtn_googleplay.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:36	617/617	---M--	200	added ('OK')	image/png	etag:%22fd9a8e3fcb2728923ff8a7086d5507d6%22	https://global-ui.cgtn.com/static/public/images/header_icon/cgtn_tiktok.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header_icon/cgtn_tiktok.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:36	506/506	---M--	200	added ('OK')	image/png	etag:%2290e3a0c449509856f83667fcb50cf893%22	https://global-ui.cgtn.com/static/public/images/header-v3/up.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/up.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:36	512/512	---M--	200	added ('OK')	image/png	etag:%22471ffa12f05703aae8feb6f71b430b56%22	https://global-ui.cgtn.com/static/public/images/header-v3/down.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/down.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:37	1389/1389	---M--	200	added ('OK')	image/png	etag:%22c0c5391ebb7d02aca6e62b41d496c1c7%22	https://global-ui.cgtn.com/static/public/images/header-v3/radio.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/radio.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:37	1092/1092	---M--	200	added ('OK')	image/png	etag:%22f61a0d82cc88dfd0ed6f4ec4ed16f6dd%22	https://global-ui.cgtn.com/static/public/images/header-v3/tv.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/tv.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:37	1189/1189	---M--	200	added ('OK')	image/png	etag:%223fdccdbba113afee119ba1ea51c7dc81%22	https://global-ui.cgtn.com/static/public/images/header-v3/search.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/search.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:37	371/371	---M--	200	added ('OK')	image/png	etag:%225e77743e086948309e48a935300fb0b1%22	https://global-ui.cgtn.com/static/public/images/header-v3/down_black.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/down_black.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:38	275/275	---M--	200	added ('OK')	image/png	etag:%22c0e3825d326998dcdf69ccae2b49ec00%22	https://global-ui.cgtn.com/static/public/images/header-v3/menu.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/menu.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:38	640/640	---M--	200	added ('OK')	image/png	etag:%22ff1dc684bf73a2cbbdf8beecedfb8c92%22	https://global-ui.cgtn.com/static/public/images/header-v3/close.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/close.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:38	391/391	---M--	200	added ('OK')	image/png	etag:%220c51a2c6fba17c2da989edbcaf51fea4%22	https://global-ui.cgtn.com/static/public/images/header-v3/up_black.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/up_black.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:38	840/840	---M--	200	added ('OK')	image/png	etag:%22628c070622c827da9f68591579ac4d8d%22	https://global-ui.cgtn.com/static/public/images/header-v3/sign_new.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/sign_new.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:38	690/690	---M--	200	added ('OK')	image/png	etag:%227a552d792d2c501ba4c0e9fd22ca8b4e%22	https://global-ui.cgtn.com/static/public/images/header-v3/message_new.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/message_new.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:39	823/823	---M--	200	added ('OK')	image/png	etag:%226b5154d268337ffd526fc21cdf3d6ab5%22	https://global-ui.cgtn.com/static/public/images/header-v3/message_new2.png	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/images/header-v3/message_new2.png	(from https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031)
19:27:39	27504/27504	---M--	200	added ('OK')	image/png	etag:%22c25d970910e4c6704e7e514a195f6ae2%22	https://ui.cgtn.com/static/public/images/header-v3/cgtn_logo_new.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/header-v3/cgtn_logo_new.png	(from https://ui.cgtn.com/static/public/website_v3/css/footer-v3-3.0.3.css?20251005084538031)
19:27:39	18435/18435	---M--	200	added ('OK')	image/png	etag:%22d7a4de86a2ecb382ddc05ea61c66c17a%22	https://ui.cgtn.com/static/public/images/header-v3/download1.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/header-v3/download1.png	(from https://ui.cgtn.com/static/public/website_v3/css/footer-v3-3.0.3.css?20251005084538031)
19:27:39	21100/21100	---M--	200	added ('OK')	image/png	etag:%22097bb2218c9f81922da424c038f97c4f%22	https://ui.cgtn.com/static/public/images/header-v3/download2.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/header-v3/download2.png	(from https://ui.cgtn.com/static/public/website_v3/css/footer-v3-3.0.3.css?20251005084538031)
19:27:40	17978/17978	---M--	200	added ('OK')	image/png	etag:%22b5b9b317bda35ece8d16274513636367%22	https://ui.cgtn.com/static/public/images/header-v3/download3.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/header-v3/download3.png	(from https://ui.cgtn.com/static/public/website_v3/css/footer-v3-3.0.3.css?20251005084538031)
19:27:40	21366/21366	---M--	200	added ('OK')	image/png	etag:%221046cc356fd7e44637c681e42ac933db%22	https://ui.cgtn.com/static/public/images/header-v3/download4.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/header-v3/download4.png	(from https://ui.cgtn.com/static/public/website_v3/css/footer-v3-3.0.3.css?20251005084538031)
19:27:41	153863/153863	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c7fd401ac7cdc27928d3e16fd5dc7872%22	https://ui.cgtn.com/static/public/web_share_v3/css/${basePath}/fonts/HelveticaNeue/HelveticaNeueLTPro-Roman.ttf	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/web_share_v3/css/${basePath}/fonts/HelveticaNeue/HelveticaNeueLTPro-Roman.ttf	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:43	153863/153863	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c7fd401ac7cdc27928d3e16fd5dc7872%22	https://ui.cgtn.com/static/public/web_share_v3/..fonts/sf-compact-display-regular-webfont.svg	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/web_share_v3/..fonts/sf-compact-display-regular-webfont.svg	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:44	311226/311226	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22730b998b4c54c5d6299d7e288cf0df8d%22	https://ui.cgtn.com/static/public/fonts/HelvaticaGenerate/HelveticaLTProRoman.svg	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/fonts/HelvaticaGenerate/HelveticaLTProRoman.svg	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:44	302333/302333	---M--	200	added ('OK')	image/svg+xml	etag:%220b651084a137658c01c73d39733e19a3%22	https://ui.cgtn.com/static/public/fonts/HelvaticaGenerate/HelveticaLTProBold.svg	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/fonts/HelvaticaGenerate/HelveticaLTProBold.svg	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:44	122765/122765	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22e0324709042b0e332454354fd552be7d%22	https://ui.cgtn.com/static/public/fonts/HelvaticaGenerate/HelveticaLTProBlack.svg	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/fonts/HelvaticaGenerate/HelveticaLTProBlack.svg	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:44	3418/3418	---M--	200	added ('OK')	image/png	etag:%22177d6965b1d1ecbdaff594c02dfd4811%22	https://ui.cgtn.com/static/public/images/icon/cgtn-zwt.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/icon/cgtn-zwt.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:44	70966/70966	---M--	200	added ('OK')	image/png	etag:%2203cf173a5a641c2e33de2551bba72f3f%22	https://ui.cgtn.com/static/public/images/icon/background-icon@3x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/icon/background-icon@3x.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:44	640/640	---M--	200	added ('OK')	image/png	etag:%228bf6e63e6a61210a5b43114ec6831dca%22	https://ui.cgtn.com/static/public/images/icon/video_number.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/icon/video_number.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:45	628/628	---M--	200	added ('OK')	image/png	etag:%22c4c6c3b8b01114f6051309c96ec12f7a%22	https://ui.cgtn.com/static/public/images/icon/ic-left.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/icon/ic-left.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:45	586/586	---M--	200	added ('OK')	image/png	etag:%229c419d1ac4133bef6410a134b8f4319b%22	https://ui.cgtn.com/static/public/images/icon/ic-right.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/icon/ic-right.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:45	2738/2738	---M--	200	added ('OK')	image/png	etag:%22d4b4a87a57c95989a8dcf8d2933f4850%22	https://ui.cgtn.com/static/public/images/icon/global@3x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/icon/global@3x.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:45	3537/3537	---M--	200	added ('OK')	image/png	etag:%22c918664d830cfdfa938ada8197e57069%22	https://ui.cgtn.com/static/public/images/share_icon/ref-left-reference-icon.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/ref-left-reference-icon.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:46	3521/3521	---M--	200	added ('OK')	image/png	etag:%22cd76f33d4bdb50c99524043d07bba547%22	https://ui.cgtn.com/static/public/images/share_icon/ref-right-reference-icon.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/ref-right-reference-icon.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:46	867/867	---M--	200	added ('OK')	image/png	etag:%2232a67217884a220d386d77bdecd65dea%22	https://ui.cgtn.com/static/public/images/icon/quiz-right.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/icon/quiz-right.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:46	1506/1506	---M--	200	added ('OK')	image/png	etag:%22c684d418229fd319aeb4df2dfb18be9c%22	https://ui.cgtn.com/static/public/images/icon/quiz-wrong.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/icon/quiz-wrong.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:46	690/690	---M--	200	added ('OK')	image/png	etag:%2244468767ad1cdd15ec7709c41995f2c1%22	https://ui.cgtn.com/static/public/images/share_icon/time@2x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/time@2x.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:46	729/729	---M--	200	added ('OK')	image/png	etag:%22bd5c004ed5fa99c0ef2e360247d684ba%22	https://ui.cgtn.com/static/public/images/share_icon/location@2x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/location@2x.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:47	2173/2173	---M--	200	added ('OK')	image/png	etag:%22d2ce3d8cd421af4555b52127c1e26641%22	https://ui.cgtn.com/static/public/images/share_icon/time-dark.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/time-dark.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:47	1793/1793	---M--	200	added ('OK')	image/png	etag:%225d526aa9b81a39dfc68f14cb59311e7a%22	https://ui.cgtn.com/static/public/images/share_icon/location-dark.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/location-dark.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:47	3462/3462	---M--	200	added ('OK')	image/png	etag:%2247e37fded1759e58822c607b77416a1d%22	https://ui.cgtn.com/static/public/images/searchTrends/logo-title.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/searchTrends/logo-title.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:47	11823/11823	---M--	200	added ('OK')	image/png	etag:%22f962711c669442ef5300ecf35dcf47cb%22	https://ui.cgtn.com/static/public/images/searchTrends/slogan.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/searchTrends/slogan.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:48	723/723	---M--	200	added ('OK')	image/png	etag:%22eab220d851c07e2b4fa5c23986a71fed%22	https://ui.cgtn.com/static/public/images/share_icon/icon-arrows1.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/icon-arrows1.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:48	1800/1800	---M--	200	added ('OK')	image/png	etag:%22775b84e2b7657abb690d429cdb9c6a8e%22	https://ui.cgtn.com/static/public/images/share_icon/ga-logo.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/ga-logo.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:48	1166/1166	---M--	200	added ('OK')	image/png	etag:%22953fae61121a0a7aee442b053d8ef75b%22	https://ui.cgtn.com/static/public/images/share_icon/icon-share.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/icon-share.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:48	1934/1934	---M--	200	added ('OK')	image/png	etag:%22f37dc46469fcc3487e57cb273f6fbeaa%22	https://ui.cgtn.com/static/public/images/share_icon/icon-translate.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/icon-translate.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:48	2441/2441	---M--	200	added ('OK')	image/png	etag:%22ae3535c6d877104a04b85157ad24c906%22	https://ui.cgtn.com/static/public/images/share_icon/warning@2x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/warning@2x.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:49	5837/5837	---M--	200	added ('OK')	image/png	etag:%22a175e9c34a9203f8231572b8c8f55c13%22	https://ui.cgtn.com/static/public/images/share_icon/microsoft@2x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/microsoft@2x.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:49	31646/31646	---M--	200	added ('OK')	image/png	etag:%22f4b6251ce01f9a5dec43222a9f211a5d%22	https://ui.cgtn.com/static/public/images/share_icon/cg_play_80.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/cg_play_80.png	(from https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031)
19:27:49	1265/1265	---M--	200	added ('OK')	image/png	etag:%22dcb5ec4b9e88ac1c24b69f818ce1e433%22	https://ui.cgtn.com/static/public/images/icon/btn_close.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/icon/btn_close.png	(from https://ui.cgtn.com/static/public/website_v3/css/tools-3.0.3.css?20251005084538031)
19:27:50	1428/1428	---M--	200	added ('OK')	image/png	etag:%22e15e16a26e4c7d70335aa781ef26e57e%22	https://ui.cgtn.com/static/public/images/icon/icon_agree.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/icon/icon_agree.png	(from https://ui.cgtn.com/static/public/website_v3/css/tools-3.0.3.css?20251005084538031)
19:27:50	5900/5900	---M--	200	added ('OK')	application/octet-stream	etag:%2200103e881a36640a08f869ff6888f0fd%22	https://ui.cgtn.com/ui/vrplayer/videojs5/font/VideoJS.eot?	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/ui/vrplayer/videojs5/font/VideoJSd41d.eot	(from https://ui.cgtn.com/ui/vrplayer/videojs5/video-js.css)
19:27:52	153863/153863	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c7fd401ac7cdc27928d3e16fd5dc7872%22	https://news.cgtn.com/news/2025-10-05/Yin/GET	C:/My%20Web%20Sites/CGTN/news.cgtn.com/news/2025-10-05/Yin/GET.90.delayed	(from https://ui.cgtn.com/ui/vrplayer/three.js)
19:27:53	153863/153863	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c7fd401ac7cdc27928d3e16fd5dc7872%22	https://news.cgtn.com/news/2025-10-05/Yin/THREE.SceneUtils%20has%20been%20moved%20to%20/examples/js/utils/SceneUtils.js	C:/My%20Web%20Sites/CGTN/news.cgtn.com/news/2025-10-05/Yin/THREE.SceneUtils%20has%20been%20moved%20to/examples/js/utils/SceneUtils.js	(from https://ui.cgtn.com/ui/vrplayer/three.js)
19:27:54	153863/153863	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c7fd401ac7cdc27928d3e16fd5dc7872%22	https://news.cgtn.com/news/2025-10-05/Yin/THREE.LensFlare%20has%20been%20moved%20to%20/examples/js/objects/Lensflare.js	C:/My%20Web%20Sites/CGTN/news.cgtn.com/news/2025-10-05/Yin/THREE.LensFlare%20has%20been%20moved%20to/examples/js/objects/Lensflare.js	(from https://ui.cgtn.com/ui/vrplayer/three.js)
19:27:58	868/868	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Oct%202025%2002:27:56%20GMT	https://www.facebook.com/wui/action/?lid=7557558660501998838&use_store_link=1&action=desktop_edge	C:/My%20Web%20Sites/CGTN/www.facebook.com/wui/action/index7921.html	(from https://www.facebook.com/theaustralian.com.au)
